,Topic
22043,Heart Failure
32853,Heart Failure
21214,Heart Failure
36178,Heart Failure
33552,Heart Failure
17558,Coronary Heart Disease
16371,Coronary Heart Disease
8069,Diseases of the Heart (Heart Disease)
5316,Diseases of the Heart (Heart Disease)
29116,Heart Failure
14744,Coronary Heart Disease
37772,Stroke
10423,Acute Myocardial Infarction (Heart Attack)
23050,Heart Failure
7275,Diseases of the Heart (Heart Disease)
8393,Diseases of the Heart (Heart Disease)
453,Major Cardiovascular Disease
33120,Heart Failure
12895,Acute Myocardial Infarction (Heart Attack)
41729,Stroke
38529,Stroke
21148,Heart Failure
29016,Heart Failure
6017,Major Cardiovascular Disease
938,Major Cardiovascular Disease
12436,Acute Myocardial Infarction (Heart Attack)
27153,Heart Failure
22575,Heart Failure
10158,Acute Myocardial Infarction (Heart Attack)
30934,Heart Failure
35276,Heart Failure
28451,Heart Failure
38243,Heart Failure
5942,Diseases of the Heart (Heart Disease)
40261,Stroke
3001,Major Cardiovascular Disease
35243,Heart Failure
27425,Heart Failure
32151,Heart Failure
41875,Stroke
6253,Major Cardiovascular Disease
2545,Major Cardiovascular Disease
9489,Diseases of the Heart (Heart Disease)
7331,Diseases of the Heart (Heart Disease)
24592,Heart Failure
25611,Heart Failure
12388,Acute Myocardial Infarction (Heart Attack)
24688,Heart Failure
42531,Stroke
33193,Heart Failure
37079,Heart Failure
6860,Diseases of the Heart (Heart Disease)
12446,Acute Myocardial Infarction (Heart Attack)
3914,Major Cardiovascular Disease
9410,Acute Myocardial Infarction (Heart Attack)
38054,Heart Failure
12724,Acute Myocardial Infarction (Heart Attack)
4388,Diseases of the Heart (Heart Disease)
2808,Major Cardiovascular Disease
9340,Diseases of the Heart (Heart Disease)
25230,Heart Failure
40943,Stroke
32002,Heart Failure
3599,Major Cardiovascular Disease
41005,Stroke
2969,Major Cardiovascular Disease
41420,Stroke
3119,Major Cardiovascular Disease
23548,Heart Failure
11740,Acute Myocardial Infarction (Heart Attack)
19747,Heart Failure
22724,Heart Failure
36915,Heart Failure
14588,Coronary Heart Disease
4448,Diseases of the Heart (Heart Disease)
4554,Diseases of the Heart (Heart Disease)
22514,Heart Failure
40916,Stroke
39733,Stroke
40791,Stroke
41295,Stroke
28074,Heart Failure
16631,Coronary Heart Disease
570,Major Cardiovascular Disease
27422,Heart Failure
31669,Heart Failure
19342,Heart Failure
9837,Diseases of the Heart (Heart Disease)
27119,Heart Failure
21763,Heart Failure
5959,Diseases of the Heart (Heart Disease)
37418,Heart Failure
38327,Stroke
7447,Diseases of the Heart (Heart Disease)
35190,Heart Failure
39581,Stroke
9422,Acute Myocardial Infarction (Heart Attack)
22940,Heart Failure
23278,Heart Failure
12683,Acute Myocardial Infarction (Heart Attack)
16711,Coronary Heart Disease
2344,Major Cardiovascular Disease
12271,Acute Myocardial Infarction (Heart Attack)
4295,Major Cardiovascular Disease
16432,Coronary Heart Disease
1042,Major Cardiovascular Disease
40817,Stroke
41142,Stroke
14340,Coronary Heart Disease
15036,Coronary Heart Disease
33090,Heart Failure
18822,Coronary Heart Disease
28645,Heart Failure
34815,Heart Failure
12811,Acute Myocardial Infarction (Heart Attack)
5207,Diseases of the Heart (Heart Disease)
2700,Major Cardiovascular Disease
88,Major Cardiovascular Disease
1577,Major Cardiovascular Disease
11469,Acute Myocardial Infarction (Heart Attack)
34785,Heart Failure
28141,Heart Failure
35570,Heart Failure
38736,Stroke
40407,Stroke
12502,Acute Myocardial Infarction (Heart Attack)
2660,Major Cardiovascular Disease
32141,Heart Failure
24605,Heart Failure
23449,Heart Failure
38385,Stroke
1463,Major Cardiovascular Disease
25622,Heart Failure
4106,Major Cardiovascular Disease
2404,Major Cardiovascular Disease
25286,Heart Failure
2764,Major Cardiovascular Disease
32646,Heart Failure
37392,Stroke
33743,Heart Failure
31203,Heart Failure
976,Major Cardiovascular Disease
28965,Heart Failure
23178,Heart Failure
29278,Heart Failure
25326,Heart Failure
17028,Coronary Heart Disease
32390,Heart Failure
32506,Heart Failure
24186,Heart Failure
33129,Heart Failure
19055,Heart Failure
6175,Diseases of the Heart (Heart Disease)
8117,Diseases of the Heart (Heart Disease)
32632,Heart Failure
10218,Diseases of the Heart (Heart Disease)
28486,Heart Failure
24550,Heart Failure
27324,Heart Failure
11008,Acute Myocardial Infarction (Heart Attack)
16227,Coronary Heart Disease
16219,Coronary Heart Disease
37040,Heart Failure
15324,Acute Myocardial Infarction (Heart Attack)
8526,Diseases of the Heart (Heart Disease)
14562,Acute Myocardial Infarction (Heart Attack)
35178,Heart Failure
37427,Heart Failure
18420,Heart Failure
41215,Stroke
21143,Heart Failure
10772,Diseases of the Heart (Heart Disease)
33736,Heart Failure
11080,Acute Myocardial Infarction (Heart Attack)
25328,Heart Failure
8702,Acute Myocardial Infarction (Heart Attack)
12137,Acute Myocardial Infarction (Heart Attack)
17965,Heart Failure
15604,Coronary Heart Disease
3958,Major Cardiovascular Disease
34666,Heart Failure
29567,Heart Failure
37702,Stroke
37955,Heart Failure
15135,Coronary Heart Disease
21539,Heart Failure
39987,Stroke
35291,Heart Failure
4202,Major Cardiovascular Disease
17111,Coronary Heart Disease
11511,Acute Myocardial Infarction (Heart Attack)
837,Major Cardiovascular Disease
19333,Coronary Heart Disease
21936,Heart Failure
10784,Acute Myocardial Infarction (Heart Attack)
25491,Heart Failure
37129,Stroke
29941,Heart Failure
22877,Heart Failure
39866,Stroke
19261,Heart Failure
5612,Diseases of the Heart (Heart Disease)
2034,Major Cardiovascular Disease
41340,Stroke
16912,Coronary Heart Disease
5892,Diseases of the Heart (Heart Disease)
21719,Heart Failure
9166,Acute Myocardial Infarction (Heart Attack)
21723,Heart Failure
24129,Heart Failure
34603,Heart Failure
29331,Heart Failure
28126,Heart Failure
21951,Heart Failure
3081,Major Cardiovascular Disease
19615,Coronary Heart Disease
939,Major Cardiovascular Disease
20500,Heart Failure
19979,Heart Failure
19419,Heart Failure
16710,Coronary Heart Disease
34668,Heart Failure
31129,Heart Failure
36015,Heart Failure
41995,Stroke
23667,Heart Failure
41662,Stroke
29634,Heart Failure
22993,Heart Failure
26299,Heart Failure
931,Major Cardiovascular Disease
18400,Heart Failure
6429,Major Cardiovascular Disease
33133,Heart Failure
26067,Heart Failure
17875,Heart Failure
37912,Heart Failure
27859,Heart Failure
6695,Diseases of the Heart (Heart Disease)
35912,Heart Failure
20997,Heart Failure
900,Major Cardiovascular Disease
19492,Heart Failure
12548,Acute Myocardial Infarction (Heart Attack)
4306,Major Cardiovascular Disease
22049,Heart Failure
42100,Stroke
38650,Stroke
20758,Heart Failure
10214,Diseases of the Heart (Heart Disease)
9957,Acute Myocardial Infarction (Heart Attack)
24526,Heart Failure
26128,Heart Failure
36811,Heart Failure
1836,Major Cardiovascular Disease
41933,Stroke
16560,Coronary Heart Disease
17994,Coronary Heart Disease
14576,Coronary Heart Disease
9812,Acute Myocardial Infarction (Heart Attack)
6534,Diseases of the Heart (Heart Disease)
9759,Diseases of the Heart (Heart Disease)
22379,Heart Failure
294,Major Cardiovascular Disease
4720,Diseases of the Heart (Heart Disease)
14335,Coronary Heart Disease
23554,Heart Failure
498,Major Cardiovascular Disease
35574,Heart Failure
7683,Diseases of the Heart (Heart Disease)
8719,Acute Myocardial Infarction (Heart Attack)
35700,Heart Failure
9413,Acute Myocardial Infarction (Heart Attack)
4364,Major Cardiovascular Disease
26167,Heart Failure
33885,Heart Failure
22532,Heart Failure
640,Major Cardiovascular Disease
15165,Coronary Heart Disease
12102,Acute Myocardial Infarction (Heart Attack)
31710,Heart Failure
32392,Heart Failure
4552,Diseases of the Heart (Heart Disease)
5027,Diseases of the Heart (Heart Disease)
7792,Diseases of the Heart (Heart Disease)
11826,Acute Myocardial Infarction (Heart Attack)
13283,Acute Myocardial Infarction (Heart Attack)
26092,Heart Failure
3243,Major Cardiovascular Disease
13010,Acute Myocardial Infarction (Heart Attack)
27874,Heart Failure
16756,Coronary Heart Disease
30556,Heart Failure
33768,Heart Failure
8576,Diseases of the Heart (Heart Disease)
2421,Major Cardiovascular Disease
5758,Diseases of the Heart (Heart Disease)
17884,Heart Failure
23076,Heart Failure
20750,Heart Failure
16052,Coronary Heart Disease
37561,Heart Failure
5865,Diseases of the Heart (Heart Disease)
10442,Diseases of the Heart (Heart Disease)
5707,Diseases of the Heart (Heart Disease)
31996,Heart Failure
8194,Diseases of the Heart (Heart Disease)
35564,Heart Failure
6294,Diseases of the Heart (Heart Disease)
22928,Heart Failure
17128,Coronary Heart Disease
38996,Stroke
34139,Heart Failure
42456,Stroke
42060,Stroke
16321,Coronary Heart Disease
11855,Acute Myocardial Infarction (Heart Attack)
1606,Major Cardiovascular Disease
9247,Acute Myocardial Infarction (Heart Attack)
39027,Stroke
5637,Diseases of the Heart (Heart Disease)
15122,Coronary Heart Disease
22959,Heart Failure
23264,Heart Failure
33999,Heart Failure
40421,Stroke
12131,Acute Myocardial Infarction (Heart Attack)
33698,Heart Failure
10301,Diseases of the Heart (Heart Disease)
1508,Major Cardiovascular Disease
42302,Stroke
28313,Heart Failure
11885,Acute Myocardial Infarction (Heart Attack)
39636,Stroke
20040,Heart Failure
4679,Diseases of the Heart (Heart Disease)
28191,Heart Failure
34639,Heart Failure
14280,Coronary Heart Disease
24016,Heart Failure
11763,Acute Myocardial Infarction (Heart Attack)
40237,Stroke
29396,Heart Failure
26966,Heart Failure
21459,Heart Failure
7210,Diseases of the Heart (Heart Disease)
28625,Heart Failure
10059,Acute Myocardial Infarction (Heart Attack)
14147,Acute Myocardial Infarction (Heart Attack)
35838,Heart Failure
39086,Stroke
40503,Stroke
29330,Heart Failure
16443,Coronary Heart Disease
35367,Heart Failure
29617,Heart Failure
25716,Heart Failure
34175,Heart Failure
21361,Heart Failure
11468,Acute Myocardial Infarction (Heart Attack)
36079,Heart Failure
13696,Acute Myocardial Infarction (Heart Attack)
34642,Heart Failure
13140,Acute Myocardial Infarction (Heart Attack)
30923,Heart Failure
882,Major Cardiovascular Disease
12675,Acute Myocardial Infarction (Heart Attack)
23322,Heart Failure
16473,Coronary Heart Disease
2271,Major Cardiovascular Disease
5488,Diseases of the Heart (Heart Disease)
4133,Major Cardiovascular Disease
24419,Heart Failure
30185,Heart Failure
12012,Acute Myocardial Infarction (Heart Attack)
40779,Stroke
15014,Coronary Heart Disease
6366,Diseases of the Heart (Heart Disease)
33939,Heart Failure
18286,Heart Failure
20804,Heart Failure
3002,Major Cardiovascular Disease
929,Major Cardiovascular Disease
36279,Heart Failure
27517,Heart Failure
22945,Heart Failure
34414,Heart Failure
18049,Heart Failure
16811,Coronary Heart Disease
28405,Heart Failure
20493,Heart Failure
8128,Diseases of the Heart (Heart Disease)
22468,Heart Failure
6815,Diseases of the Heart (Heart Disease)
34249,Heart Failure
32597,Heart Failure
20518,Heart Failure
974,Major Cardiovascular Disease
11640,Acute Myocardial Infarction (Heart Attack)
28902,Heart Failure
41190,Stroke
3331,Major Cardiovascular Disease
11598,Acute Myocardial Infarction (Heart Attack)
6739,Diseases of the Heart (Heart Disease)
28306,Heart Failure
40592,Stroke
4068,Major Cardiovascular Disease
39669,Stroke
24035,Heart Failure
8086,Diseases of the Heart (Heart Disease)
1542,Major Cardiovascular Disease
21495,Heart Failure
38601,Stroke
16019,Coronary Heart Disease
32106,Heart Failure
12956,Acute Myocardial Infarction (Heart Attack)
40561,Stroke
33192,Heart Failure
21188,Heart Failure
25707,Heart Failure
41771,Stroke
28853,Heart Failure
8453,Diseases of the Heart (Heart Disease)
7594,Diseases of the Heart (Heart Disease)
25509,Heart Failure
36131,Heart Failure
28529,Heart Failure
23036,Heart Failure
12751,Acute Myocardial Infarction (Heart Attack)
27697,Heart Failure
37694,Heart Failure
6857,Diseases of the Heart (Heart Disease)
5621,Diseases of the Heart (Heart Disease)
3316,Major Cardiovascular Disease
12019,Acute Myocardial Infarction (Heart Attack)
7995,Diseases of the Heart (Heart Disease)
4467,Major Cardiovascular Disease
28767,Heart Failure
5322,Diseases of the Heart (Heart Disease)
27469,Heart Failure
32640,Heart Failure
39072,Stroke
30824,Heart Failure
40918,Stroke
36654,Stroke
40470,Stroke
40879,Stroke
34126,Heart Failure
7681,Diseases of the Heart (Heart Disease)
27065,Heart Failure
35057,Heart Failure
5736,Diseases of the Heart (Heart Disease)
18431,Coronary Heart Disease
5000,Major Cardiovascular Disease
34605,Heart Failure
8285,Diseases of the Heart (Heart Disease)
37011,Heart Failure
33800,Heart Failure
13611,Acute Myocardial Infarction (Heart Attack)
1560,Major Cardiovascular Disease
27902,Heart Failure
26053,Heart Failure
23040,Heart Failure
37724,Heart Failure
38677,Stroke
20957,Heart Failure
5851,Major Cardiovascular Disease
34459,Heart Failure
18992,Heart Failure
26039,Heart Failure
14628,Coronary Heart Disease
30343,Heart Failure
11570,Acute Myocardial Infarction (Heart Attack)
38377,Heart Failure
4046,Major Cardiovascular Disease
27369,Heart Failure
4643,Diseases of the Heart (Heart Disease)
26908,Heart Failure
38337,Stroke
30533,Heart Failure
29927,Heart Failure
4601,Diseases of the Heart (Heart Disease)
4213,Major Cardiovascular Disease
25489,Heart Failure
19430,Heart Failure
11867,Acute Myocardial Infarction (Heart Attack)
8715,Diseases of the Heart (Heart Disease)
41997,Stroke
3673,Major Cardiovascular Disease
38753,Stroke
7870,Diseases of the Heart (Heart Disease)
36710,Heart Failure
6122,Diseases of the Heart (Heart Disease)
42344,Stroke
13027,Acute Myocardial Infarction (Heart Attack)
31686,Heart Failure
277,Major Cardiovascular Disease
10606,Acute Myocardial Infarction (Heart Attack)
37847,Heart Failure
34269,Heart Failure
26722,Heart Failure
3895,Major Cardiovascular Disease
4414,Diseases of the Heart (Heart Disease)
27659,Heart Failure
8604,Diseases of the Heart (Heart Disease)
34898,Heart Failure
7606,Diseases of the Heart (Heart Disease)
23787,Heart Failure
19325,Coronary Heart Disease
34950,Heart Failure
26260,Heart Failure
11086,Acute Myocardial Infarction (Heart Attack)
38222,Heart Failure
2172,Major Cardiovascular Disease
5533,Diseases of the Heart (Heart Disease)
16207,Coronary Heart Disease
33005,Heart Failure
12808,Acute Myocardial Infarction (Heart Attack)
20926,Heart Failure
39056,Stroke
40055,Stroke
25390,Heart Failure
10559,Acute Myocardial Infarction (Heart Attack)
23736,Heart Failure
30949,Heart Failure
40781,Stroke
30039,Heart Failure
7017,Diseases of the Heart (Heart Disease)
38073,Heart Failure
10117,Diseases of the Heart (Heart Disease)
26183,Heart Failure
18368,Coronary Heart Disease
10966,Acute Myocardial Infarction (Heart Attack)
13796,Coronary Heart Disease
42279,Stroke
28396,Heart Failure
6619,Diseases of the Heart (Heart Disease)
36150,Heart Failure
26657,Heart Failure
3289,Major Cardiovascular Disease
27906,Heart Failure
7167,Diseases of the Heart (Heart Disease)
40853,Stroke
27435,Heart Failure
40585,Stroke
3530,Major Cardiovascular Disease
360,Major Cardiovascular Disease
2221,Major Cardiovascular Disease
11094,Acute Myocardial Infarction (Heart Attack)
22283,Heart Failure
28053,Heart Failure
35523,Heart Failure
26345,Heart Failure
36833,Heart Failure
36671,Heart Failure
41547,Stroke
37210,Stroke
28992,Heart Failure
22809,Heart Failure
3778,Major Cardiovascular Disease
25441,Heart Failure
25780,Heart Failure
21885,Heart Failure
16615,Coronary Heart Disease
5107,Diseases of the Heart (Heart Disease)
7855,Diseases of the Heart (Heart Disease)
14665,Coronary Heart Disease
5270,Diseases of the Heart (Heart Disease)
28311,Heart Failure
12317,Acute Myocardial Infarction (Heart Attack)
30744,Heart Failure
634,Major Cardiovascular Disease
148,Major Cardiovascular Disease
40193,Stroke
32458,Heart Failure
17228,Coronary Heart Disease
1347,Major Cardiovascular Disease
264,Major Cardiovascular Disease
23845,Heart Failure
2241,Major Cardiovascular Disease
32466,Heart Failure
38599,Stroke
42545,Stroke
34847,Heart Failure
32222,Heart Failure
3794,Major Cardiovascular Disease
7785,Diseases of the Heart (Heart Disease)
42485,Stroke
30353,Heart Failure
25139,Heart Failure
20263,Heart Failure
849,Major Cardiovascular Disease
16115,Coronary Heart Disease
33439,Heart Failure
5385,Major Cardiovascular Disease
38272,Heart Failure
13029,Acute Myocardial Infarction (Heart Attack)
35626,Heart Failure
12360,Acute Myocardial Infarction (Heart Attack)
5472,Diseases of the Heart (Heart Disease)
38630,Stroke
14490,Acute Myocardial Infarction (Heart Attack)
9979,Diseases of the Heart (Heart Disease)
5753,Diseases of the Heart (Heart Disease)
9903,Acute Myocardial Infarction (Heart Attack)
13125,Acute Myocardial Infarction (Heart Attack)
8805,Acute Myocardial Infarction (Heart Attack)
